question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,choice_5,correct,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point
373,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における騒音作業に関する次の記述のうち、正しいものはどれか。,,,,,,管理濃度は、労働衛生管理には全く用いられない概念である。,化学物質管理では、危険有害性を把握しないことが最も重要である。,作業主任者は、有害作業では一切選任してはならない。,著しい騒音を発する作業場では、騒音ばく露低減や聴力管理が重要である。,鉛業務では、鉛の有害性を考慮した法令上の管理は不要である。,4,正しいものは4です。著しい騒音を発する作業場では、騒音ばく露の低減策や耳栓等の保護具による聴力管理が、騒音性難聴の予防のため重要です。1は管理濃度は作業環境測定結果の評価に用いられる重要な概念であり「全く用いられない」は誤り。2は化学物質の危険有害性の把握こそ管理の出発点であり「把握しないことが最も重要」は誤り。3は作業主任者は一定の有害作業で選任が義務付けられる場合があり「一切選任してはならない」は誤り。5は鉛業務でも鉛の有害性を考慮した法令上の管理が必要であり「不要」は誤りです。,,,,
374,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における騒音作業に関する次の記述のうち、誤っているものはどれか。,,,,,,SDSは、化学物質の危険有害性や取扱い上の注意を伝える文書である。,騒音作業では、耳栓等の使用や騒音低減策は一切不要である。,有害業務では、法令に基づき特殊健康診断の実施が義務付けられる場合がある。,特定化学物質を取り扱う作業では、物質の区分に応じたばく露防止措置が必要となる。,石綿等を取り扱う作業では、飛散防止やばく露防止の措置が重要である。,2,誤っているものは2です。騒音作業では耳栓等の保護具の使用や騒音低減策が難聴予防に不可欠であり、「一切不要」とする2は誤りです。1はSDSが化学物質の危険有害性や取扱い上の注意を伝える文書であるという記述は正しい。3は有害業務で法令に基づき特殊健康診断の実施が義務付けられる場合があり正しい。4は特定化学物質を取り扱う作業では物質の区分に応じたばく露防止措置が必要で正しい。5は石綿等を取り扱う作業で飛散防止やばく露防止の措置が重要というのも正しい記述です。,,,,
375,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における騒音作業に関する次の記述のうち、適切なものはどれか。,,,,,,SDSは、労働者の身長だけを記録するための文書である。,有害業務では、特殊健康診断が法令上必要となることはない。,著しい騒音を発する作業場では、騒音ばく露低減や聴力管理が重要である。,特定化学物質は、すべて食品添加物として無規制に扱える。,石綿等を取り扱う作業では、飛散防止措置を行ってはならない。,3,適切なものは3です。著しい騒音を発する作業場では、騒音ばく露の低減策や耳栓等による聴力管理が騒音性難聴の予防に重要です。1はSDSは化学物質の危険有害性や取扱い上の注意を伝える文書であり「労働者の身長だけを記録する」は誤り。2は有害業務では特殊健康診断が法令上必要となる場合があり「必要となることはない」は誤り。4は特定化学物質には厳格な規制があり「すべて食品添加物として無規制に扱える」は誤り。5は石綿等では飛散防止措置が必須であり「行ってはならない」は誤りです。,,,,
376,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における騒音作業に関する次の記述のうち、不適切なものはどれか。,,,,,,騒音作業では、耳栓等の使用や騒音低減策は一切不要である。,有害業務に関する測定や健康診断の記録は、法令に基づき保存が必要となる場合がある。,有機溶剤業務では、有機溶剤の区分や作業内容に応じた換気設備等が求められる。,粉じん作業では、じん肺予防のため粉じん発散の抑制や呼吸用保護具の使用が重要である。,一定の有害業務を行う屋内作業場では、法令に基づく作業環境測定が必要となる場合がある。,1,不適切なものは1です。騒音作業では耳栓等の使用や騒音低減策が難聴予防に必要であり、「一切不要」とする1は不適切です。2は有害業務に関する測定や健康診断の記録は法令に基づき保存が必要となる場合があり正しい。3は有機溶剤業務で有機溶剤の区分や作業内容に応じた換気設備等が求められ正しい。4は粉じん作業でじん肺予防のため粉じん発散の抑制や呼吸用保護具の使用が重要で正しい。5は一定の有害業務を行う屋内作業場で法令に基づく作業環境測定が必要となる場合があり正しい記述です。,,,,
377,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における振動工具に関する次の記述のうち、正しいものはどれか。,,,,,,化学物質の容器には、危険有害性の表示をしてはならない。,有害業務の測定や健康診断の記録は、作成直後に必ず廃棄しなければならない。,有機溶剤業務では、換気設備や保護具に関する規制は存在しない。,粉じん作業では、粉じん発散を増やすことが法令上の目的である。,振動工具取扱いでは、作業時間管理や工具の点検整備が障害予防に役立つ。,5,正しいものは5です。振動工具の取扱いでは、振動障害（白ろう病・白指症等）を防ぐため、一連続作業時間や一日の作業時間の管理、工具の点検整備が有効で、防寒対策とあわせて障害予防に役立ちます。1は化学物質の容器には危険有害性の表示が義務付けられており「表示してはならない」は誤り。2は記録は法令で保存が義務付けられ、作成直後の廃棄は誤り。3は有機溶剤業務にも換気設備や保護具の規制があり「存在しない」は誤り。4は粉じん作業では粉じん発散の抑制が目的であり「増やすことが目的」は誤りです。,,,,
378,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における振動工具に関する次の記述のうち、誤っているものはどれか。,,,,,,化学物質管理では、危険有害性を把握しリスク低減措置を検討することが重要である。,一定の有害作業では、作業主任者を選任し作業方法の決定等を行わせる必要がある。,振動工具は、使用時間が長いほど必ず健康障害のリスクが下がる。,鉛業務では、作業環境管理、作業管理、健康診断などが法令で定められている。,酸素欠乏危険作業では、作業前の測定、換気、監視などが重要である。,3,誤っているものは3です。振動工具は使用時間が長いほど振動ばく露量が増え振動障害のリスクが高まるため、「長いほど必ずリスクが下がる」とする3は誤りです。1は化学物質管理で危険有害性を把握しリスク低減措置を検討することが重要というのは正しい。2は一定の有害作業で作業主任者を選任し作業方法の決定等を行わせる必要があり正しい。4は鉛業務で作業環境管理・作業管理・健康診断が法令で定められており正しい。5は酸素欠乏危険作業で作業前の測定・換気・監視が重要というのも正しい記述です。,,,,
379,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における振動工具に関する次の記述のうち、適切なものはどれか。,,,,,,化学物質管理では、危険有害性を把握しないことが最も重要である。,作業主任者は、有害作業では一切選任してはならない。,鉛業務では、鉛の有害性を考慮した法令上の管理は不要である。,振動工具取扱いでは、作業時間管理や工具の点検整備が障害予防に役立つ。,酸素欠乏危険作業では、酸素濃度を確認しないことが義務付けられている。,4,適切なものは4です。振動工具の取扱いでは、作業時間の管理や工具の点検整備が振動ばく露の低減につながり、振動障害の予防に役立ちます。1は化学物質の危険有害性の把握は管理の基本であり「把握しないことが最も重要」は誤り。2は作業主任者は有害作業で選任が義務付けられる場合があり「一切選任してはならない」は誤り。3は鉛業務でも鉛の有害性を考慮した法令上の管理が必要であり「不要」は誤り。5は酸素欠乏危険作業では酸素濃度の測定・確認が義務であり「確認しないことが義務付けられている」は誤りです。,,,,
380,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における振動工具に関する次の記述のうち、不適切なものはどれか。,,,,,,有害業務では、法令に基づき特殊健康診断の実施が義務付けられる場合がある。,振動工具は、使用時間が長いほど必ず健康障害のリスクが下がる。,特定化学物質を取り扱う作業では、物質の区分に応じたばく露防止措置が必要となる。,石綿等を取り扱う作業では、飛散防止やばく露防止の措置が重要である。,局所排気装置を設置した場合、性能を維持するための点検や管理が重要である。,2,不適切なものは2です。振動工具は使用時間が長いほど振動ばく露が増え障害リスクが高まるため、「長いほど必ず健康障害のリスクが下がる」とする2は不適切です。1は有害業務で法令に基づき特殊健康診断の実施が義務付けられる場合があり正しい。3は特定化学物質を取り扱う作業で物質の区分に応じたばく露防止措置が必要で正しい。4は石綿等で飛散防止やばく露防止の措置が重要というのも正しい。5は局所排気装置は設置後も性能維持のための点検・管理が重要であり正しい記述です。,,,,
381,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における管理濃度に関する次の記述のうち、正しいものはどれか。,,,,,,作業環境測定結果の評価では、管理濃度が用いられる物質がある。,SDSは、労働者の身長だけを記録するための文書である。,有害業務では、特殊健康診断が法令上必要となることはない。,特定化学物質は、すべて食品添加物として無規制に扱える。,石綿等を取り扱う作業では、飛散防止措置を行ってはならない。,1,正しいものは1です。作業環境測定結果の評価では、有害物質ごとに定められた管理濃度を基準として、作業環境の状態を第一管理区分から第三管理区分に区分して評価します。2はSDSは化学物質の危険有害性等を伝える文書であり「労働者の身長だけを記録」は誤り。3は有害業務で特殊健康診断が必要となる場合があり「必要となることはない」は誤り。4は特定化学物質には厳格な規制があり「すべて食品添加物として無規制」は誤り。5は石綿等では飛散防止措置が必須であり「行ってはならない」は誤りです。,,,,
382,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における管理濃度に関する次の記述のうち、誤っているものはどれか。,,,,,,有害業務に関する測定や健康診断の記録は、法令に基づき保存が必要となる場合がある。,有機溶剤業務では、有機溶剤の区分や作業内容に応じた換気設備等が求められる。,粉じん作業では、じん肺予防のため粉じん発散の抑制や呼吸用保護具の使用が重要である。,管理濃度は、労働衛生管理には全く用いられない概念である。,一定の有害業務を行う屋内作業場では、法令に基づく作業環境測定が必要となる場合がある。,4,誤っているものは4です。管理濃度は作業環境測定結果を評価する基準として労働衛生管理に用いられる重要な概念であり、「全く用いられない」とする4は誤りです。1は有害業務に関する測定や健康診断の記録は法令に基づき保存が必要な場合があり正しい。2は有機溶剤業務で有機溶剤の区分や作業内容に応じた換気設備等が求められ正しい。3は粉じん作業でじん肺予防のため発散抑制や呼吸用保護具の使用が重要で正しい。5は一定の有害業務を行う屋内作業場で法令に基づく作業環境測定が必要となる場合があり正しい記述です。,,,,
383,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における管理濃度に関する次の記述のうち、適切なものはどれか。,,,,,,有害業務の測定や健康診断の記録は、作成直後に必ず廃棄しなければならない。,有機溶剤業務では、換気設備や保護具に関する規制は存在しない。,粉じん作業では、粉じん発散を増やすことが法令上の目的である。,有害業務を行う屋内作業場では、作業環境測定が常に禁止されている。,作業環境測定結果の評価では、管理濃度が用いられる物質がある。,5,適切なものは5です。作業環境測定結果の評価では、有害物質ごとに定められた管理濃度を基準として用いる物質があります。1は測定や健康診断の記録は法令で保存が義務付けられ、作成直後の廃棄は誤り。2は有機溶剤業務にも換気設備や保護具の規制が存在し「存在しない」は誤り。3は粉じん作業では粉じん発散の抑制が目的であり「増やすことが目的」は誤り。4は一定の有害業務を行う屋内作業場では作業環境測定が義務付けられており「常に禁止されている」は誤りです。,,,,
384,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における管理濃度に関する次の記述のうち、不適切なものはどれか。,,,,,,一定の有害作業では、作業主任者を選任し作業方法の決定等を行わせる必要がある。,鉛業務では、作業環境管理、作業管理、健康診断などが法令で定められている。,管理濃度は、労働衛生管理には全く用いられない概念である。,酸素欠乏危険作業では、作業前の測定、換気、監視などが重要である。,有害物質のばく露防止では、作業内容に応じた呼吸用保護具を選定する必要がある。,3,不適切なものは3です。管理濃度は作業環境測定結果の評価基準として労働衛生管理に用いられる概念であり、「全く用いられない」とする3は不適切です。1は一定の有害作業で作業主任者を選任し作業方法の決定等を行わせる必要があり正しい。2は鉛業務で作業環境管理・作業管理・健康診断が法令で定められており正しい。4は酸素欠乏危険作業で作業前の測定・換気・監視が重要で正しい。5は有害物質のばく露防止で作業内容に応じた呼吸用保護具を選定する必要があるというのも正しい記述です。,,,,
385,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における容器表示に関する次の記述のうち、正しいものはどれか。,,,,,,化学物質管理では、危険有害性を把握しないことが最も重要である。,化学物質の容器等には、危険有害性に関する表示が求められる場合がある。,作業主任者は、有害作業では一切選任してはならない。,鉛業務では、鉛の有害性を考慮した法令上の管理は不要である。,酸素欠乏危険作業では、酸素濃度を確認しないことが義務付けられている。,2,正しいものは2です。労働安全衛生法では、一定の危険有害な化学物質の容器等に、名称や人体への影響等の危険有害性に関する表示（ラベル表示）が求められる場合があります。1は化学物質の危険有害性の把握は管理の基本であり「把握しないことが最も重要」は誤り。3は作業主任者は有害作業で選任が義務付けられる場合があり「一切選任してはならない」は誤り。4は鉛業務でも鉛の有害性を考慮した法令上の管理が必要であり「不要」は誤り。5は酸素欠乏危険作業では酸素濃度の確認が義務であり「確認しないことが義務付けられている」は誤りです。,,,,
386,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における容器表示に関する次の記述のうち、誤っているものはどれか。,,,,,,有害業務では、法令に基づき特殊健康診断の実施が義務付けられる場合がある。,特定化学物質を取り扱う作業では、物質の区分に応じたばく露防止措置が必要となる。,石綿等を取り扱う作業では、飛散防止やばく露防止の措置が重要である。,局所排気装置を設置した場合、性能を維持するための点検や管理が重要である。,化学物質の容器には、危険有害性の表示をしてはならない。,5,誤っているものは5です。労働安全衛生法第57条等により、危険有害な化学物質を容器等で譲渡・提供する際は、名称、人体に及ぼす作用、注意喚起語、絵表示などの危険有害性情報を表示することが義務付けられています。したがって「危険有害性の表示をしてはならない」とする5は明確な誤りです。1は特殊健康診断の実施が義務付けられる有害業務があり正しい。2は特定化学物質を取り扱う作業で物質の区分に応じたばく露防止措置が必要で正しい。3は石綿等を取り扱う作業で飛散防止・ばく露防止の措置が重要で正しい。4は局所排気装置の性能維持のための点検・管理が重要で正しい。,,,,
387,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における容器表示に関する次の記述のうち、適切なものはどれか。,,,,,,化学物質の容器等には、危険有害性に関する表示が求められる場合がある。,有害業務では、特殊健康診断が法令上必要となることはない。,特定化学物質は、すべて食品添加物として無規制に扱える。,石綿等を取り扱う作業では、飛散防止措置を行ってはならない。,局所排気装置は、一度設置すれば点検や管理を一切行ってはならない。,1,適切なものは1です。労働安全衛生法第57条等により、危険有害な化学物質の容器等にはその危険有害性に関する表示が求められるため、1は適切です。2は特殊健康診断が法令上必要となる有害業務があるため「必要となることはない」は誤り。3は特定化学物質は特化則等で規制されており「すべて食品添加物として無規制に扱える」は誤り。4は石綿等の飛散防止措置は行わなければならず「行ってはならない」は誤り。5は局所排気装置にも定期自主検査等の点検・管理が必要で「一切行ってはならない」は誤りです。,,,,
388,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における容器表示に関する次の記述のうち、不適切なものはどれか。,,,,,,有機溶剤業務では、有機溶剤の区分や作業内容に応じた換気設備等が求められる。,粉じん作業では、じん肺予防のため粉じん発散の抑制や呼吸用保護具の使用が重要である。,一定の有害業務を行う屋内作業場では、法令に基づく作業環境測定が必要となる場合がある。,化学物質の容器には、危険有害性の表示をしてはならない。,有害業務では、作業場に有害性や注意事項等を掲示することが求められる場合がある。,4,不適切なものは4です。化学物質の容器には法令に基づき危険有害性の表示を行う必要があり、「表示をしてはならない」とする4は誤りです。1は有機溶剤の区分・作業内容に応じた換気設備等が求められ正しい。2は粉じん作業でじん肺予防のため粉じん発散の抑制や呼吸用保護具の使用が重要で正しい。3は一定の有害業務を行う屋内作業場で作業環境測定が必要となる場合があり正しい。5は有害業務で作業場に有害性や注意事項等を掲示することが求められる場合があり正しい。,,,,
389,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)におけるSDSに関する次の記述のうち、正しいものはどれか。,,,,,,有害業務の測定や健康診断の記録は、作成直後に必ず廃棄しなければならない。,有機溶剤業務では、換気設備や保護具に関する規制は存在しない。,SDSは、化学物質の危険有害性や取扱い上の注意を伝える文書である。,粉じん作業では、粉じん発散を増やすことが法令上の目的である。,有害業務を行う屋内作業場では、作業環境測定が常に禁止されている。,3,正しいものは3です。SDS(安全データシート)は化学物質の危険有害性や取扱い上の注意などの情報を伝達する文書であり、3が正しい説明です。1は測定・健康診断の記録は法令に基づき一定期間保存が必要で「作成直後に必ず廃棄」は誤り。2は有機溶剤業務にも有機則による換気設備や保護具の規制があり「存在しない」は誤り。4は粉じん作業の目的は発散の抑制であり「増やすことが目的」は誤り。5は有害業務の屋内作業場では作業環境測定が必要な場合があり「常に禁止」は誤りです。,,,,
390,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)におけるSDSに関する次の記述のうち、誤っているものはどれか。,,,,,,SDSは、労働者の身長だけを記録するための文書である。,一定の有害作業では、作業主任者を選任し作業方法の決定等を行わせる必要がある。,鉛業務では、作業環境管理、作業管理、健康診断などが法令で定められている。,酸素欠乏危険作業では、作業前の測定、換気、監視などが重要である。,有害物質のばく露防止では、作業内容に応じた呼吸用保護具を選定する必要がある。,1,誤っているものは1です。SDSは化学物質の危険有害性や取扱い上の情報を伝達する文書であり、「労働者の身長だけを記録するための文書」とする1は明確な誤りです。2は一定の有害作業で作業主任者を選任し作業方法の決定等を行わせる必要があり正しい。3は鉛業務で作業環境管理・作業管理・健康診断などが法令で定められており正しい。4は酸素欠乏危険作業で作業前の測定・換気・監視が重要で正しい。5は有害物質のばく露防止で作業内容に応じた呼吸用保護具の選定が必要で正しい。,,,,
391,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)におけるSDSに関する次の記述のうち、適切なものはどれか。,,,,,,作業主任者は、有害作業では一切選任してはならない。,SDSは、化学物質の危険有害性や取扱い上の注意を伝える文書である。,鉛業務では、鉛の有害性を考慮した法令上の管理は不要である。,酸素欠乏危険作業では、酸素濃度を確認しないことが義務付けられている。,呼吸用保護具は、種類にかかわらず全て酸素欠乏場所で単独使用できる。,2,適切なものは2です。SDS(安全データシート)は化学物質の危険有害性や取扱い上の注意を伝える文書であり、2が正しい説明です。1は一定の有害作業では作業主任者の選任が必要で「一切選任してはならない」は誤り。3は鉛業務には鉛中毒予防規則等による管理が必要で「不要」は誤り。4は酸素欠乏危険作業では酸素濃度の測定が義務であり「確認しないことが義務付けられている」は誤り。5は呼吸用保護具は種類により酸素欠乏場所で単独使用できず送気マスク等が必要で「種類にかかわらず全て単独使用できる」は誤りです。,,,,
392,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)におけるSDSに関する次の記述のうち、不適切なものはどれか。,,,,,,特定化学物質を取り扱う作業では、物質の区分に応じたばく露防止措置が必要となる。,石綿等を取り扱う作業では、飛散防止やばく露防止の措置が重要である。,局所排気装置を設置した場合、性能を維持するための点検や管理が重要である。,保護具は、常時有効かつ清潔に保持するよう管理することが必要である。,SDSは、労働者の身長だけを記録するための文書である。,5,不適切なものは5です。SDSは化学物質の危険有害性や取扱い情報を伝達する文書であり、「労働者の身長だけを記録するための文書」とする5は誤りです。1は特定化学物質を取り扱う作業で物質の区分に応じたばく露防止措置が必要で正しい。2は石綿等の作業で飛散防止・ばく露防止の措置が重要で正しい。3は局所排気装置設置時の性能維持のための点検・管理が重要で正しい。4は保護具を常時有効かつ清潔に保持するよう管理することが必要で正しい。,,,,
393,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)におけるリスクアセスメントに関する次の記述のうち、正しいものはどれか。,,,,,,有害業務では、特殊健康診断が法令上必要となることはない。,特定化学物質は、すべて食品添加物として無規制に扱える。,石綿等を取り扱う作業では、飛散防止措置を行ってはならない。,化学物質管理では、危険有害性を把握しリスク低減措置を検討することが重要である。,局所排気装置は、一度設置すれば点検や管理を一切行ってはならない。,4,正しいものは4です。化学物質管理(リスクアセスメント)では、危険有害性を把握し、ばく露状況等を踏まえてリスク低減措置を検討することが重要であり、4が正しい説明です。1は有害業務で特殊健康診断が必要な場合があり「必要となることはない」は誤り。2は特定化学物質は規制されており「すべて食品添加物として無規制に扱える」は誤り。3は石綿等の飛散防止措置は行うべきもので「行ってはならない」は誤り。5は局所排気装置にも点検・管理が必要で「一切行ってはならない」は誤りです。,,,,
394,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)におけるリスクアセスメントに関する次の記述のうち、誤っているものはどれか。,,,,,,有機溶剤業務では、有機溶剤の区分や作業内容に応じた換気設備等が求められる。,化学物質管理では、危険有害性を把握しないことが最も重要である。,粉じん作業では、じん肺予防のため粉じん発散の抑制や呼吸用保護具の使用が重要である。,一定の有害業務を行う屋内作業場では、法令に基づく作業環境測定が必要となる場合がある。,有害業務では、作業場に有害性や注意事項等を掲示することが求められる場合がある。,2,誤っているものは2です。化学物質管理では危険有害性を把握することが対策の出発点であり、「把握しないことが最も重要」とする2は明確な誤りです。1は有機溶剤の区分・作業内容に応じた換気設備等が求められ正しい。3は粉じん作業でじん肺予防のため粉じん発散の抑制や呼吸用保護具の使用が重要で正しい。4は一定の有害業務を行う屋内作業場で作業環境測定が必要となる場合があり正しい。5は有害業務で作業場に有害性や注意事項等を掲示することが求められる場合があり正しい。,,,,
395,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)におけるリスクアセスメントに関する次の記述のうち、適切なものはどれか。,,,,,,有機溶剤業務では、換気設備や保護具に関する規制は存在しない。,粉じん作業では、粉じん発散を増やすことが法令上の目的である。,化学物質管理では、危険有害性を把握しリスク低減措置を検討することが重要である。,有害業務を行う屋内作業場では、作業環境測定が常に禁止されている。,有害業務では、労働者に注意事項を知らせる掲示を常に禁止する。,3,適切なものは3です。化学物質管理では危険有害性を把握しリスク低減措置を検討することが重要であり、3が正しい記述です。1は有機溶剤業務にも有機則による換気設備や保護具の規制があり「存在しない」は誤り。2は粉じん作業の目的は発散の抑制であり「増やすことが目的」は誤り。4は作業環境測定が必要な場合があり「常に禁止」は誤り。5は有害業務では注意事項の掲示はむしろ求められるもので「常に禁止する」は誤りです。,,,,
396,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)におけるリスクアセスメントに関する次の記述のうち、不適切なものはどれか。,,,,,,化学物質管理では、危険有害性を把握しないことが最も重要である。,鉛業務では、作業環境管理、作業管理、健康診断などが法令で定められている。,酸素欠乏危険作業では、作業前の測定、換気、監視などが重要である。,有害物質のばく露防止では、作業内容に応じた呼吸用保護具を選定する必要がある。,一定の危険有害業務に労働者を就かせるときは、特別教育が必要となる場合がある。,1,不適切なものは1です。化学物質管理では危険有害性を把握することが基本であり、「把握しないことが最も重要」とする1は誤りです。2は鉛業務で作業環境管理・作業管理・健康診断などが法令で定められており正しい。3は酸素欠乏危険作業で作業前の測定・換気・監視が重要で正しい。4は有害物質のばく露防止で作業内容に応じた呼吸用保護具の選定が必要で正しい。5は一定の危険有害業務に労働者を就かせるとき特別教育が必要となる場合があり正しい。,,,,
397,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における記録保存に関する次の記述のうち、正しいものはどれか。,,,,,,作業主任者は、有害作業では一切選任してはならない。,鉛業務では、鉛の有害性を考慮した法令上の管理は不要である。,酸素欠乏危険作業では、酸素濃度を確認しないことが義務付けられている。,呼吸用保護具は、種類にかかわらず全て酸素欠乏場所で単独使用できる。,有害業務に関する測定や健康診断の記録は、法令に基づき保存が必要となる場合がある。,5,正しいものは5です。特定化学物質障害予防規則等では、作業環境測定の結果や特殊健康診断の記録を法令に基づき一定期間保存することが義務付けられており、5が正しい記述です。1は一定の有害作業では作業主任者の選任が必要で「一切選任してはならない」は誤り。2は鉛業務には鉛中毒予防規則等の管理が必要で「不要」は誤り。3は酸素欠乏危険作業では酸素濃度の測定が義務であり「確認しないことが義務付けられている」は誤り。4は呼吸用保護具を種類問わず酸素欠乏場所で単独使用できるとする点が誤りです。,,,,
398,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における記録保存に関する次の記述のうち、誤っているものはどれか。,,,,,,特定化学物質を取り扱う作業では、物質の区分に応じたばく露防止措置が必要となる。,石綿等を取り扱う作業では、飛散防止やばく露防止の措置が重要である。,有害業務の測定や健康診断の記録は、作成直後に必ず廃棄しなければならない。,局所排気装置を設置した場合、性能を維持するための点検や管理が重要である。,保護具は、常時有効かつ清潔に保持するよう管理することが必要である。,3,誤っているものは3です。有害業務の作業環境測定や健康診断の記録は法令に基づき一定期間保存しなければならず、「作成直後に必ず廃棄しなければならない」とする3は明確な誤りです。1は特定化学物質を取り扱う作業で物質の区分に応じたばく露防止措置が必要で正しい。2は石綿等の作業で飛散防止・ばく露防止の措置が重要で正しい。4は局所排気装置の性能維持のための点検・管理が重要で正しい。5は保護具を常時有効かつ清潔に保持するよう管理することが必要で正しい。,,,,
399,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における記録保存に関する次の記述のうち、適切なものはどれか。,,,,,,特定化学物質は、すべて食品添加物として無規制に扱える。,石綿等を取り扱う作業では、飛散防止措置を行ってはならない。,局所排気装置は、一度設置すれば点検や管理を一切行ってはならない。,有害業務に関する測定や健康診断の記録は、法令に基づき保存が必要となる場合がある。,保護具は、破損していても点検せずに使用させることが望ましい。,4,適切なものは4です。有害業務に関する測定や健康診断の記録は法令に基づき一定期間保存が必要であり、4が正しい記述です。1は特定化学物質は規制されており「すべて食品添加物として無規制に扱える」は誤り。2は石綿等の飛散防止措置は行うべきもので「行ってはならない」は誤り。3は局所排気装置にも点検・管理が必要で「一切行ってはならない」は誤り。5は破損した保護具を点検せず使用させるのは危険で「使用させることが望ましい」は誤りです。,,,,
400,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの)における記録保存に関する次の記述のうち、不適切なものはどれか。,,,,,,粉じん作業では、じん肺予防のため粉じん発散の抑制や呼吸用保護具の使用が重要である。,有害業務の測定や健康診断の記録は、作成直後に必ず廃棄しなければならない。,一定の有害業務を行う屋内作業場では、法令に基づく作業環境測定が必要となる場合がある。,有害業務では、作業場に有害性や注意事項等を掲示することが求められる場合がある。,妊産婦等については、有害業務への就業制限が定められている場合がある。,2,不適切なものは2です。有害業務の測定や健康診断の記録は法令に基づき一定期間保存が義務付けられており、「作成直後に必ず廃棄しなければならない」とする2は誤りです。1は粉じん作業でじん肺予防のため粉じん発散の抑制や呼吸用保護具の使用が重要で正しい。3は一定の有害業務を行う屋内作業場で作業環境測定が必要となる場合があり正しい。4は有害業務で作業場に有害性や注意事項等を掲示することが求められる場合があり正しい。5は妊産婦等について有害業務への就業制限が定められている場合があり正しい。,,,,
401,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの以外のもの)における衛生管理者に関する次の記述のうち、正しいものはどれか。,,,,,,常時一定数以上の労働者を使用する事業場では、衛生管理者の選任が必要となる。,衛生委員会は、労働衛生に関する事項を調査審議してはならない。,雇入時には、健康診断を行うことが常に禁止されている。,ストレスチェック制度は、労働者の心理的負担の把握とは無関係である。,衛生管理者は、職場巡視をしてはならない。,1,正しいものは1です。労働安全衛生法では常時50人以上の労働者を使用する事業場で衛生管理者の選任が義務づけられており、「常時一定数以上の労働者を使用する事業場では選任が必要」とする1は妥当です。2は衛生委員会は労働衛生に関する事項を調査審議する機関であり「調査審議してはならない」が誤り。3は雇入時の健康診断は事業者の義務であり「常に禁止」が誤り。4はストレスチェック制度は労働者の心理的負担の把握を目的とする制度であり「無関係」が誤り。5は職場巡視は衛生管理者の重要な職務であり「してはならない」が誤りです。,,,,
402,single,関係法令（有害業務）,演習;関係法令,関係法令(有害業務に係るもの以外のもの)における衛生管理者に関する次の記述のうち、誤っているものはどれか。,,,,,,事業者は、労働者に対して法令に基づく健康診断を実施する必要がある。,長時間労働者には、要件に該当する場合、医師による面接指導が必要となる。,作業内容を変更したときには、必要な安全衛生教育を行う。,衛生管理者は、労働者数にかかわらず全ての事業場で選任してはならない。,労働時間が一定時間を超える場合、使用者は休憩時間を与える必要がある。,4,誤っているものは4です。衛生管理者は常時50人以上の労働者を使用する事業場で選任が義務づけられており、「労働者数にかかわらず全ての事業場で選任してはならない」とする4は明白な誤りです。1の法令に基づく健康診断の実施、2の要件に該当する長時間労働者への医師による面接指導、3の作業内容変更時の安全衛生教育、5の労働時間に応じた休憩付与は、いずれも法令上正しい内容です。,,,,
